dataset,subject,uid,question,option_a,option_b,option_c,option_d,answer,text_gt
MedMCQA,general,medmcqa::validation::635,Sensitivity in gingival area of class II light cured composite restoration after 2 months is due to:,Improper cavity preparation at gingival margin,Curing from occlusal area only,Addition of resin in multiple increments,Curing from buccal and lingual aspect,A,Sensitivity in gingival area of class II light cured composite restoration after 2 months is due to:
MedMCQA,general,medmcqa::validation::636,Which dentifrices should be used for periodontal patients?,Tooth powders with high abrasive content,Tooth pastes with high abrasive content,Tooth pastes with minimum abrasive content,All of the above,C,Which dentifrices should be used for periodontal patients?
MedMCQA,general,medmcqa::validation::637,A young patient is diagnosed to have irreparable tear of the rotator cuff. Treatment of choice will be:,Tendon transfer,Total shoulder replacement,Reverse c shoulder replacement,Acromioplasty,A,A young patient is diagnosed to have irreparable tear of the rotator cuff. Treatment of choice will be:
MedMCQA,general,medmcqa::validation::638,"A 22 year old female in emergency presents with sore throat from 3 days, headache and vomiting, blood pressure 90/50, tiny red spots distal to sphygomomanometer cuff",Brucella species,Neisseria Meningitidis,P.falciparum,Salmonella species,B,"A 22 year old female in emergency presents with sore throat from 3 days, headache and vomiting, blood pressure 90/50, tiny red spots distal to sphygomomanometer cuff"
MedMCQA,general,medmcqa::validation::639,A young male complains of burning sensation upon urination and a purulent urethral discharge. Gram stain of the specimen shows pus cells with Gram negative diplococci. What is not true about the organism?,Pili is a virulence factor,Intracellular obligate,Show twitching motility,It is both catalase and oxidase positive,B,A young male complains of burning sensation upon urination and a purulent urethral discharge. Gram stain of the specimen shows pus cells with Gram negative diplococci. What is not true about the organism?
MedMCQA,general,medmcqa::validation::640,"Hypogonadism, developmental delay, loss of taste and smell is due to deficiency of:",Cu,Zn,K,Cr,B,"Hypogonadism, developmental delay, loss of taste and smell is due to deficiency of:"
MedMCQA,general,medmcqa::validation::641,Characteristics radiological feature of transient tachypnoea of newborn is –,Reticulogranular appearance,Low volume lungs,Prominent horizontal fissure,Air bronchogram,C,Characteristics radiological feature of transient tachypnoea of newborn is –
MedMCQA,general,medmcqa::validation::642,"16 year girl, Not sexually active, came for vaccination against cervical cancer. Which vaccine to be given",Gardasil,Rubavac,Biovac,Tdap,A,"16 year girl, Not sexually active, came for vaccination against cervical cancer. Which vaccine to be given"
MedMCQA,general,medmcqa::validation::643,plate endings are features of,Nuclear chain fibres,Nuclear bag fibres,Golgi tendon,Extra fusal,B,plate endings are features of
MedMCQA,general,medmcqa::validation::644,Tuberculin test is a cheap and easily available test. In which of the following situations there is high failure in the interpretation of the test?,High percentage of immunized people,HIV cases are less,High prevalence of disease,Environmental mycobacterium infections are less,A,Tuberculin test is a cheap and easily available test. In which of the following situations there is high failure in the interpretation of the test?
MedMCQA,general,medmcqa::validation::645,Which of the following parameters is used to determine the sensitivity of vaccine due to heat?,VVM,VMV,VCM,VMM,A,Which of the following parameters is used to determine the sensitivity of vaccine due to heat?
MedMCQA,general,medmcqa::validation::646,A young man was on high protein diet. After 3 days he developed weakness. Blood investigation revealed hypoglycemia. Hypoglycemia is due to inhibition of which of the following enzymes,Glucose 6 phosphatase,Glycogen phosphorylase,Phosphoglucomutase,PEP carboxylase,D,A young man was on high protein diet. After 3 days he developed weakness. Blood investigation revealed hypoglycemia. Hypoglycemia is due to inhibition of which of the following enzymes
MedMCQA,general,medmcqa::validation::647,"A 8 year old child presented with cough and fever since 15 days. On auscultation, decreased air entry was found on right side. A CXR was done and shown below. What is the most likely diagnosis?",Consolidation,Abscess,Hydatid Cyst,Congenital. AV Malformation,A,"A 8 year old child presented with cough and fever since 15 days. On auscultation, decreased air entry was found on right side. A CXR was done and shown below. What is the most likely diagnosis?"
MedMCQA,general,medmcqa::validation::648,Malaria control means,To reduce Malaria moality to Zero,To prevent local transmission for 3 years,To reduce Malaria disease so that its no longer a Public Health Problem,To reduce Incidence to Zero,C,Malaria control means
MedMCQA,general,medmcqa::validation::649,Which of the following bacteria is responsible for progression of dental caries:,Actinomyces spp.,Proteolytic bacteria,Acidogenic bacteria,Gram positive bacteria,B,Which of the following bacteria is responsible for progression of dental caries:
MedMCQA,general,medmcqa::validation::650,"4yr boy absence of right testes, diagnostic laparoscopy done, a blind end vessel seen what to do next?",Open laprotomy,Nothing to be done,Scrotal approach,Inguinal approach,D,"4yr boy absence of right testes, diagnostic laparoscopy done, a blind end vessel seen what to do next?"
MedMCQA,general,medmcqa::validation::651,If multiple firing is done to opaque layer of dental porcelain than It become,Too Smooth,Too glazed,Become more opaque,Crack,B,If multiple firing is done to opaque layer of dental porcelain than It become
MedMCQA,general,medmcqa::validation::652,Distolingual extension of the mandibular impression for a complete denture is limited by the action of:,Stylohyoid muscle,Medial pterygoid muscle,Lateral pterygoid muscle,Superior constrictor muscle,D,Distolingual extension of the mandibular impression for a complete denture is limited by the action of:
MedMCQA,general,medmcqa::validation::653,"Among the following propeies of dopamine, which of them is not helpful in acute shock?",Alpha-1 agonist action leading to peripheral vasoconstriction,Increase in renal perfusion due to agonist action on DI receptors,Releases noradrenaline and causes positive inotropic effect,Direct action on hea beta-1 receptors,B,"Among the following propeies of dopamine, which of them is not helpful in acute shock?"
MedMCQA,general,medmcqa::validation::654,"3.5 kg term male baby, born of uncomplicated pregnancy, developed, respiratory distress at birth, not responded to surfactant, ECHO finding revealed nothing abnormal, X–ray showed ground glass appearance and culture negative. Apgars 4 and 5 at 1 and 5 minutes. History of one month female sibling died before. What is the diagnosis ?",TAPVC,Meconium aspiration,Neonatal pulmonary alveolar proteinosis,Diffuse herpes simplex infection,C,"3.5 kg term male baby, born of uncomplicated pregnancy, developed, respiratory distress at birth, not responded to surfactant, ECHO finding revealed nothing abnormal, X–ray showed ground glass appearance and culture negative. Apgars 4 and 5 at 1 and 5 minutes. History of one month female sibling died before. What is the diagnosis ?"
MedMCQA,general,medmcqa::validation::655,Upper lip is formed by the fusion of:,Maxillary and lateral nasal process.,Lateral nasal and median nasal process.,"Maxillary, lateral nasal, median nasal process.","Maxillary, mandibular, lateral nasal, median nasal process.",C,Upper lip is formed by the fusion of:
MedMCQA,general,medmcqa::validation::656,Increased Monocytic count is seen in Typhoid and which of the following conditions?,Parasitic infections,Sub-Acute Bacterial Endocarditis,Hodgkin's Lymphoma,None of the above,B,Increased Monocytic count is seen in Typhoid and which of the following conditions?
MedMCQA,general,medmcqa::validation::657,"If 2 Implants of size 4 mm are to be placed in a ridge, what should be the minimum width required in the ridge",14 mm,15 mm,17 mm,18 mm,A,"If 2 Implants of size 4 mm are to be placed in a ridge, what should be the minimum width required in the ridge"
MedMCQA,general,medmcqa::validation::658,Elderly female present with pain and swelling in the thigh. Xray shows multiple lytic lesions in distal femur with no periosteal reaction. Aspirate from the swelling shows homogenous serosanguinous fluid with RBCs. Which investigation can confirm the diagnosis?,S. Calcium levels,S. PTH levels,MRI,CD1a IHC,B,Elderly female present with pain and swelling in the thigh. Xray shows multiple lytic lesions in distal femur with no periosteal reaction. Aspirate from the swelling shows homogenous serosanguinous fluid with RBCs. Which investigation can confirm the diagnosis?
MedMCQA,general,medmcqa::validation::659,Radiation affects all three germ layers (ectoderm mesoderm and endoderm) in which of the following,Teratoid cyst,Dermoid cyst,Thyroglossal cyst,Branchial cyst,A,Radiation affects all three germ layers (ectoderm mesoderm and endoderm) in which of the following
MedMCQA,general,medmcqa::validation::660,Post op pulmonary complications are seen/expected in all except:-,BMI>30,Upper abdominal surgery,Patient with 7 pack years of smoking,Age >70,A,Post op pulmonary complications are seen/expected in all except:-
MedMCQA,general,medmcqa::validation::661,The antidote for heparin is:,Penicillinase,Protamine sulphate,Pryosulphate,Potassium sulphate,B,The antidote for heparin is:
MedMCQA,general,medmcqa::validation::662,"26 years old female suffers from PPH on her second postnatal day. Her APTT and PTT are prolonged while BT, PT and platelet counts are normal. Likely diagnosis is:",Acquired hemophilia,Lupus anticoagulant,DIC,Inherited congenital hemophilia.,A,"26 years old female suffers from PPH on her second postnatal day. Her APTT and PTT are prolonged while BT, PT and platelet counts are normal. Likely diagnosis is:"
MedMCQA,general,medmcqa::validation::663,Which of the following is a tool used in gene editing?,CRISPR,Gene Xpe,Big Data,HealthCare App,A,Which of the following is a tool used in gene editing?
MedMCQA,general,medmcqa::validation::664,Which of the following muscles causes the forward movement of the condyle in the glenoid fossa?,Masseter,Temporalis,Medial pterygoid,Lateral pterygoid,D,Which of the following muscles causes the forward movement of the condyle in the glenoid fossa?
